Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.28     0.00        2     0.00     0.00  alloc_matrix4
  0.00      1.28     0.00        2     0.00     0.00  comp_bb_cost
  0.00      1.28     0.00        2     0.00     0.00  free_hash_table
  0.00      1.28     0.00        2     0.00     0.00  free_rr_graph
  0.00      1.28     0.00        2     0.00     0.00  init_chan
  0.00      1.28     0.00        2     0.00     0.00  load_chan_rr_indices
  0.00      1.28     0.00        2     0.00     0.00  load_rr_indexed_data_T_values
  0.00      1.28     0.00        2     0.00     0.00  my_fopen
  0.00      1.28     0.00        1     0.00     0.00  ReadInt
  0.00      1.28     0.00        1     0.00     0.00  XmlReadArch
  0.00      1.28     0.00        1     0.00     0.00  alloc_and_load_rr_indexed_data
  0.00      1.28     0.00        1     0.00     0.00  alloc_and_load_rr_node_indices
  0.00      1.28     0.00        1     0.00     0.00  alloc_and_load_rr_node_route_structs
  0.00      1.28     0.00        1     0.00     0.00  alloc_and_load_seg_details
  0.00      1.28     0.00        1     0.00     0.00  alloc_and_load_timing_graph
  0.00      1.28     0.00        1     0.00     0.00  alloc_and_load_timing_graph_levels
  0.00      1.28     0.00        1     0.00     0.21  alloc_lookups_and_criticalities
  0.00      1.28     0.00        1     0.00     0.00  alloc_net_delay
  0.00      1.28     0.00        1     0.00     0.00  alloc_route_structs
  0.00      1.28     0.00        1     0.00     0.00  alloc_route_tree_timing_structs
  0.00      1.28     0.00        1     0.00     0.00  alloc_sblock_pattern_lookup
  0.00      1.28     0.00        1     0.00     0.00  alloc_timing_driven_route_structs
  0.00      1.28     0.00        1     0.00     0.20  build_rr_graph
  0.00      1.28     0.00        1     0.00     0.00  check_netlist
  0.00      1.28     0.00        1     0.00     0.00  check_rr_graph
  0.00      1.28     0.00        1     0.00     0.00  check_timing_graph
  0.00      1.28     0.00        1     0.00     0.21  compute_delay_lookup_tables
  0.00      1.28     0.00        1     0.00     0.00  ezxml_new
  0.00      1.28     0.00        1     0.00     0.00  ezxml_parse_fd
  0.00      1.28     0.00        1     0.00     0.00  ezxml_parse_file
  0.00      1.28     0.00        1     0.00     0.00  ezxml_parse_str
  0.00      1.28     0.00        1     0.00     0.00  ezxml_str2utf8
  0.00      1.28     0.00        1     0.00     0.00  free_int_list
  0.00      1.28     0.00        1     0.00     0.00  free_lookups_and_criticalities
  0.00      1.28     0.00        1     0.00     0.00  free_net_delay
  0.00      1.28     0.00        1     0.00     0.00  free_route_structs
  0.00      1.28     0.00        1     0.00     0.00  free_route_tree_timing_structs
  0.00      1.28     0.00        1     0.00     0.00  free_rr_node_indices
  0.00      1.28     0.00        1     0.00     0.00  free_rr_node_route_structs
  0.00      1.28     0.00        1     0.00     0.00  free_sblock_pattern_lookup
  0.00      1.28     0.00        1     0.00     0.00  free_seg_details
  0.00      1.28     0.00        1     0.00     0.00  free_timing_driven_route_structs
  0.00      1.28     0.00        1     0.00     0.00  free_timing_graph
  0.00      1.28     0.00        1     0.00     0.00  free_trace_structs
  0.00      1.28     0.00        1     0.00     0.00  init_draw_coords
  0.00      1.28     0.00        1     0.00     0.00  init_route_structs
  0.00      1.28     0.00        1     0.00     0.00  my_srandom
  0.00      1.28     0.00        1     0.00     0.00  post_place_sync
  0.00      1.28     0.00        1     0.00     0.00  print_place
  0.00      1.28     0.00        1     0.00     0.01  read_netlist
  0.00      1.28     0.00        1     0.00     0.00  start_hash_table_iterator
  0.00      1.28     0.00        1     0.00     1.27  try_place

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2014 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.78% of 1.28 seconds

index % time    self  children    called     name
                0.00    1.27       1/1           place_and_route [2]
[1]     99.2    0.00    1.27       1         try_place [1]
                0.45    0.61  869998/869998      try_swap [3]
                0.00    0.21       1/1           alloc_lookups_and_criticalities [5]
                0.00    0.00     139/139         comp_td_costs [25]
                0.00    0.00       2/2           comp_bb_cost [32]
                0.00    0.00    2086/377666      my_malloc [36]
                0.00    0.00     511/511         get_mst_of_net [63]
                0.00    0.00     138/3022684     my_irand [33]
                0.00    0.00     124/124         load_timing_graph_net_delays [97]
                0.00    0.00     124/124         load_net_slack [96]
                0.00    0.00     123/123         get_std_dev [98]
                0.00    0.00     123/123         update_screen [100]
                0.00    0.00     123/123         load_criticalities [99]
                0.00    0.00       5/171         my_calloc [92]
                0.00    0.00       1/2           init_chan [124]
                0.00    0.00       1/437         alloc_matrix [77]
                0.00    0.00       1/1           init_draw_coords [159]
                0.00    0.00       1/430         free_matrix [79]
                0.00    0.00       1/1           free_net_delay [149]
                0.00    0.00       1/1           free_lookups_and_criticalities [148]
-----------------------------------------------
                                                 <spontaneous>
[2]     99.2    0.00    1.27                 place_and_route [2]
                0.00    1.27       1/1           try_place [1]
                0.00    0.00       1/1           print_place [163]
                0.00    0.00       1/1           post_place_sync [162]
-----------------------------------------------
                0.45    0.61  869998/869998      try_place [1]
[3]     82.7    0.45    0.61  869998         try_swap [3]
                0.26    0.00 25424969/25584958     comp_td_point_to_point_delay [4]
                0.14    0.00 12628718/12629702     get_non_updateable_bb [11]
                0.10    0.00 15636765/15637785     get_net_cost [12]
                0.09    0.00 3008047/3008047     update_bb [14]
                0.01    0.00  315164/315200      get_bb_from_scratch [16]
                0.00    0.00 3022546/3022684     my_irand [33]
                0.00    0.00  638248/638248      my_frand [35]
                0.00    0.00       4/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.00  159989/25584958     comp_td_costs [25]
                0.26    0.00 25424969/25584958     try_swap [3]
[4]     20.3    0.26    0.00 25584958         comp_td_point_to_point_delay [4]
-----------------------------------------------
                0.00    0.21       1/1           try_place [1]
[5]     16.4    0.00    0.21       1         alloc_lookups_and_criticalities [5]
                0.00    0.21       1/1           compute_delay_lookup_tables [6]
                0.00    0.00     511/6904        my_chunk_malloc [49]
                0.00    0.00       1/1           alloc_and_load_timing_graph [132]
                0.00    0.00       1/1           alloc_net_delay [134]
                0.00    0.00       1/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.21       1/1           alloc_lookups_and_criticalities [5]
[6]     16.4    0.00    0.21       1         compute_delay_lookup_tables [6]
                0.00    0.20       1/1           build_rr_graph [7]
                0.00    0.01     361/361         get_first_pin [19]
                0.00    0.00     153/377666      my_malloc [36]
                0.00    0.00       7/437         alloc_matrix [77]
                0.00    0.00       3/430         free_matrix [79]
                0.00    0.00       2/2           free_rr_graph [123]
                0.00    0.00       1/2           init_chan [124]
                0.00    0.00       1/1           alloc_route_structs [135]
                0.00    0.00       1/1           alloc_and_load_rr_node_route_structs [130]
                0.00    0.00       1/1           alloc_route_tree_timing_structs [136]
                0.00    0.00       1/1           alloc_timing_driven_route_structs [138]
                0.00    0.00       1/1           init_route_structs [160]
                0.00    0.00       1/1           free_rr_node_route_structs [153]
                0.00    0.00       1/1           free_route_structs [150]
                0.00    0.00       1/1           free_trace_structs [158]
                0.00    0.00       1/1           free_route_tree_timing_structs [151]
                0.00    0.00       1/1           free_timing_driven_route_structs [156]
-----------------------------------------------
                0.00    0.20       1/1           compute_delay_lookup_tables [6]
[7]     15.6    0.00    0.20       1         build_rr_graph [7]
                0.00    0.17   55176/55176       get_track_to_tracks [8]
                0.01    0.00     121/121         load_sblock_pattern_lookup [15]
                0.01    0.00       1/1           add_rr_graph_C_from_switches [20]
                0.00    0.01    1120/1120        get_unidir_opin_connections [24]
                0.00    0.00   29040/18463104     get_seg_start [13]
                0.00    0.00   15972/15972       get_track_to_ipins [28]
                0.00    0.00       1/1           alloc_and_load_rr_node_indices [30]
                0.00    0.00   29040/29040       get_seg_end [42]
                0.00    0.00   25078/1421350     get_rr_node_index [34]
                0.00    0.00   17092/17092       alloc_and_load_edges_and_switches [48]
                0.00    0.00    6462/377666      my_malloc [36]
                0.00    0.00       5/5           alloc_and_load_pin_to_track_map [108]
                0.00    0.00       3/3           free_matrix4 [117]
                0.00    0.00       2/5           alloc_matrix3 [109]
                0.00    0.00       2/437         alloc_matrix [77]
                0.00    0.00       2/4           get_class_range_for_block [113]
                0.00    0.00       2/430         free_matrix [79]
                0.00    0.00       2/4           free_matrix3 [112]
                0.00    0.00       1/1           alloc_and_load_seg_details [131]
                0.00    0.00       1/1           alloc_sblock_pattern_lookup [137]
                0.00    0.00       1/1           alloc_and_load_rr_indexed_data [129]
                0.00    0.00       1/6904        my_chunk_malloc [49]
                0.00    0.00       1/478         load_net_rr_terminals [65]
                0.00    0.00       1/1           check_rr_graph [140]
                0.00    0.00       1/1           free_seg_details [155]
                0.00    0.00       1/1           free_sblock_pattern_lookup [154]
-----------------------------------------------
                0.00    0.17   55176/55176       build_rr_graph [7]
[8]     13.5    0.00    0.17   55176         get_track_to_tracks [8]
                0.01    0.16   65868/65868       get_unidir_track_to_chan_seg [9]
                0.00    0.00  107976/166056      is_sbox [26]
                0.00    0.00   55176/18463104     get_seg_start [13]
-----------------------------------------------
                0.01    0.16   65868/65868       get_track_to_tracks [8]
[9]     13.4    0.01    0.16   65868         get_unidir_track_to_chan_seg [9]
                0.07    0.09   65868/68548       label_wire_muxes [10]
                0.00    0.00 1241988/1421350     get_rr_node_index [34]
                0.00    0.00   65868/218668      insert_in_edge_list [39]
                0.00    0.00   30888/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.00     440/68548       load_sblock_pattern_lookup [15]
                0.00    0.00    2240/68548       get_unidir_opin_connections [24]
                0.07    0.09   65868/68548       get_unidir_track_to_chan_seg [9]
[10]    13.1    0.07    0.10   68548         label_wire_muxes [10]
                0.10    0.00 18096672/18463104     get_seg_start [13]
                0.00    0.00   68548/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.00     984/12629702     comp_bb_cost [32]
                0.14    0.00 12628718/12629702     try_swap [3]
[11]    11.3    0.15    0.00 12629702         get_non_updateable_bb [11]
-----------------------------------------------
                0.00    0.00    1020/15637785     comp_bb_cost [32]
                0.10    0.00 15636765/15637785     try_swap [3]
[12]     8.2    0.11    0.00 15637785         get_net_cost [12]
-----------------------------------------------
                0.00    0.00   29040/18463104     build_rr_graph [7]
                0.00    0.00   29040/18463104     load_chan_rr_indices [29]
                0.00    0.00   29040/18463104     is_cbox [27]
                0.00    0.00   55176/18463104     get_track_to_tracks [8]
                0.00    0.00   58080/18463104     load_sblock_pattern_lookup [15]
                0.00    0.00  166056/18463104     is_sbox [26]
                0.10    0.00 18096672/18463104     label_wire_muxes [10]
[13]     7.8    0.10    0.00 18463104         get_seg_start [13]
-----------------------------------------------
                0.09    0.00 3008047/3008047     try_swap [3]
[14]     7.0    0.09    0.00 3008047         update_bb [14]
-----------------------------------------------
                0.01    0.00     121/121         build_rr_graph [7]
[15]     0.9    0.01    0.00     121         load_sblock_pattern_lookup [15]
                0.00    0.00     440/68548       label_wire_muxes [10]
                0.00    0.00   58080/18463104     get_seg_start [13]
                0.00    0.00   58080/166056      is_sbox [26]
                0.00    0.00   21912/21912       get_simple_switch_block_track [45]
                0.00    0.00     440/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.00      36/315200      comp_bb_cost [32]
                0.01    0.00  315164/315200      try_swap [3]
[16]     0.8    0.01    0.00  315200         get_bb_from_scratch [16]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [31]
                0.01    0.00  222082/222559      timing_driven_route_net [18]
[17]     0.8    0.01    0.00  222559         get_timing_driven_expected_cost [17]
-----------------------------------------------
                0.00    0.01     477/477         get_first_pin [19]
[18]     0.8    0.00    0.01     477         timing_driven_route_net [18]
                0.01    0.00  222082/222559      get_timing_driven_expected_cost [17]
                0.00    0.00     477/477         add_route_tree_to_heap [31]
                0.00    0.00  222082/222082      get_rr_cong_cost [38]
                0.00    0.00  222082/222559      node_to_heap [37]
                0.00    0.00   22465/22465       get_heap_head [44]
                0.00    0.00   22465/22465       free_heap_data [43]
                0.00    0.00   19536/19536       add_to_mod_list [47]
                0.00    0.00     954/954         pathfinder_update_one_cost [59]
                0.00    0.00     477/479         free_traceback [64]
                0.00    0.00     477/477         heapsort [68]
                0.00    0.00     477/477         mark_ends [71]
                0.00    0.00     477/477         init_route_tree_to_source [69]
                0.00    0.00     477/477         update_traceback [75]
                0.00    0.00     477/477         update_route_tree [74]
                0.00    0.00     477/477         reset_path_costs [72]
                0.00    0.00     477/477         empty_heap [66]
                0.00    0.00     477/477         update_net_delays_from_route_tree [73]
                0.00    0.00     477/477         free_route_tree [67]
-----------------------------------------------
                                1553             get_first_pin [19]
                0.00    0.01     361/361         compute_delay_lookup_tables [6]
[19]     0.8    0.00    0.01     361+1553    get_first_pin [19]
                0.00    0.01     477/477         timing_driven_route_net [18]
                0.00    0.00     477/478         load_net_rr_terminals [65]
                                1553             get_first_pin [19]
-----------------------------------------------
                0.01    0.00       1/1           build_rr_graph [7]
[20]     0.8    0.01    0.00       1         add_rr_graph_C_from_switches [20]
                0.00    0.00   78880/78880       seg_index_of_cblock [40]
                0.00    0.00   65868/65868       seg_index_of_sblock [41]
                0.00    0.00       3/171         my_calloc [92]
-----------------------------------------------
                0.00    0.01       1/1           SetupVPR [23]
[21]     0.8    0.00    0.01       1         read_netlist [21]
                0.01    0.00       1/1           sync_nets_to_blocks [22]
                0.00    0.00    3543/3774        my_atoi [54]
                0.00    0.00    3129/3302        FreeTokens [55]
                0.00    0.00    3126/3287        CountTokens [56]
                0.00    0.00    2943/2943        ReadLineTokens [57]
                0.00    0.00    2001/377666      my_malloc [36]
                0.00    0.00    1352/1359        my_strdup [58]
                0.00    0.00       1/2           my_fopen [126]
-----------------------------------------------
                0.01    0.00       1/1           read_netlist [21]
[22]     0.8    0.01    0.00       1         sync_nets_to_blocks [22]
                0.00    0.00    1022/377666      my_malloc [36]
-----------------------------------------------
                                                 <spontaneous>
[23]     0.8    0.00    0.01                 SetupVPR [23]
                0.00    0.01       1/1           read_netlist [21]
                0.00    0.00     192/377666      my_malloc [36]
                0.00    0.00       6/6           alloc_and_load_grid [106]
                0.00    0.00       5/430         free_matrix [79]
                0.00    0.00       2/171         my_calloc [92]
                0.00    0.00       1/1           XmlReadArch [128]
                0.00    0.00       1/1           my_srandom [161]
                0.00    0.00       1/1           check_netlist [139]
-----------------------------------------------
                0.00    0.01    1120/1120        build_rr_graph [7]
[24]     0.4    0.00    0.01    1120         get_unidir_opin_connections [24]
                0.00    0.00    2240/68548       label_wire_muxes [10]
                0.00    0.00   73920/1421350     get_rr_node_index [34]
                0.00    0.00   73920/218668      insert_in_edge_list [39]
-----------------------------------------------
                0.00    0.00     139/139         try_place [1]
[25]     0.1    0.00    0.00     139         comp_td_costs [25]
                0.00    0.00  159989/25584958     comp_td_point_to_point_delay [4]
-----------------------------------------------
                0.00    0.00   58080/166056      load_sblock_pattern_lookup [15]
                0.00    0.00  107976/166056      get_track_to_tracks [8]
[26]     0.1    0.00    0.00  166056         is_sbox [26]
                0.00    0.00  166056/18463104     get_seg_start [13]
-----------------------------------------------
                0.00    0.00   29040/29040       get_track_to_ipins [28]
[27]     0.0    0.00    0.00   29040         is_cbox [27]
                0.00    0.00   29040/18463104     get_seg_start [13]
-----------------------------------------------
                0.00    0.00   15972/15972       build_rr_graph [7]
[28]     0.0    0.00    0.00   15972         get_track_to_ipins [28]
                0.00    0.00   29040/29040       is_cbox [27]
                0.00    0.00   78880/218668      insert_in_edge_list [39]
                0.00    0.00   78880/1421350     get_rr_node_index [34]
-----------------------------------------------
                0.00    0.00       2/2           alloc_and_load_rr_node_indices [30]
[29]     0.0    0.00    0.00       2         load_chan_rr_indices [29]
                0.00    0.00   29040/18463104     get_seg_start [13]
                0.00    0.00     244/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.00       1/1           build_rr_graph [7]
[30]     0.0    0.00    0.00       1         alloc_and_load_rr_node_indices [30]
                0.00    0.00       2/2           load_chan_rr_indices [29]
                0.00    0.00     307/377666      my_malloc [36]
-----------------------------------------------
                0.00    0.00     477/477         timing_driven_route_net [18]
[31]     0.0    0.00    0.00     477         add_route_tree_to_heap [31]
                0.00    0.00     477/222559      get_timing_driven_expected_cost [17]
                0.00    0.00     477/222559      node_to_heap [37]
-----------------------------------------------
                0.00    0.00       2/2           try_place [1]
[32]     0.0    0.00    0.00       2         comp_bb_cost [32]
                0.00    0.00     984/12629702     get_non_updateable_bb [11]
                0.00    0.00    1020/15637785     get_net_cost [12]
                0.00    0.00      36/315200      get_bb_from_scratch [16]
-----------------------------------------------
                0.00    0.00     138/3022684     try_place [1]
                0.00    0.00 3022546/3022684     try_swap [3]
[33]     0.0    0.00    0.00 3022684         my_irand [33]
-----------------------------------------------
                0.00    0.00     264/1421350     load_rr_indexed_data_T_values [125]
                0.00    0.00     264/1421350     alloc_and_load_rr_indexed_data [129]
                0.00    0.00     956/1421350     load_net_rr_terminals [65]
                0.00    0.00   25078/1421350     build_rr_graph [7]
                0.00    0.00   73920/1421350     get_unidir_opin_connections [24]
                0.00    0.00   78880/1421350     get_track_to_ipins [28]
                0.00    0.00 1241988/1421350     get_unidir_track_to_chan_seg [9]
[34]     0.0    0.00    0.00 1421350         get_rr_node_index [34]
-----------------------------------------------
                0.00    0.00  638248/638248      try_swap [3]
[35]     0.0    0.00    0.00  638248         my_frand [35]
-----------------------------------------------
                0.00    0.00       1/377666      check_netlist [139]
                0.00    0.00       1/377666      alloc_trace_data [53]
                0.00    0.00       1/377666      alloc_and_load_rr_node_route_structs [130]
                0.00    0.00       1/377666      alloc_route_tree_timing_structs [136]
                0.00    0.00       1/377666      init_route_tree_to_source [69]
                0.00    0.00       1/377666      alloc_and_load_rr_indexed_data [129]
                0.00    0.00       1/377666      alloc_net_delay [134]
                0.00    0.00       1/377666      alloc_and_load_timing_graph_levels [133]
                0.00    0.00       1/377666      ReadOptions [173]
                0.00    0.00       1/377666      alloc_lookups_and_criticalities [5]
                0.00    0.00       3/377666      add_to_mod_list [47]
                0.00    0.00       3/377666      alloc_timing_driven_route_structs [138]
                0.00    0.00       4/377666      try_swap [3]
                0.00    0.00       5/377666      alloc_sblock_pattern_lookup [137]
                0.00    0.00       8/377666      node_to_heap [37]
                0.00    0.00       8/377666      alloc_route_structs [135]
                0.00    0.00       8/377666      alloc_and_load_pin_to_track_map [108]
                0.00    0.00      28/377666      update_route_tree [74]
                0.00    0.00      95/377666      XmlReadArch [128]
                0.00    0.00     153/377666      compute_delay_lookup_tables [6]
                0.00    0.00     192/377666      SetupVPR [23]
                0.00    0.00     244/377666      load_chan_rr_indices [29]
                0.00    0.00     267/377666      alloc_and_load_seg_details [131]
                0.00    0.00     307/377666      alloc_and_load_rr_node_indices [30]
                0.00    0.00     346/377666      GetNodeTokens [91]
                0.00    0.00     440/377666      load_sblock_pattern_lookup [15]
                0.00    0.00     766/377666      alloc_and_load_grid [106]
                0.00    0.00    1022/377666      get_mst_of_net [63]
                0.00    0.00    1022/377666      sync_nets_to_blocks [22]
                0.00    0.00    1298/377666      insert_in_hash_table [61]
                0.00    0.00    2001/377666      read_netlist [21]
                0.00    0.00    2086/377666      try_place [1]
                0.00    0.00    2720/377666      alloc_and_load_timing_graph [132]
                0.00    0.00    5880/377666      ReadLineTokens [57]
                0.00    0.00    6462/377666      build_rr_graph [7]
                0.00    0.00   30888/377666      get_unidir_track_to_chan_seg [9]
                0.00    0.00   34184/377666      alloc_and_load_edges_and_switches [48]
                0.00    0.00   68548/377666      label_wire_muxes [10]
                0.00    0.00  218668/377666      insert_in_edge_list [39]
[36]     0.0    0.00    0.00  377666         my_malloc [36]
-----------------------------------------------
                0.00    0.00     477/222559      add_route_tree_to_heap [31]
                0.00    0.00  222082/222559      timing_driven_route_net [18]
[37]     0.0    0.00    0.00  222559         node_to_heap [37]
                0.00    0.00       8/377666      my_malloc [36]
                0.00    0.00       4/5           my_realloc [110]
-----------------------------------------------
                0.00    0.00  222082/222082      timing_driven_route_net [18]
